iter	Logloss
147	0.3512173745
148	0.3508094491
149	0.3505769922
150	0.3501844321
151	0.3497193965
152	0.3494088353
153	0.3491529805
154	0.3486542326
155	0.3482485588
156	0.3478682605
157	0.3474674852
158	0.3470135857
159	0.3466554073
160	0.3460945593
161	0.3457354682
162	0.3454143186
163	0.345108017
164	0.3446975967
165	0.344389074
166	0.344038989
167	0.343748144
168	0.3434849869
169	0.3430163611
170	0.3428705582
171	0.3424269428
172	0.3420892717
173	0.3418796345
174	0.3414077226
175	0.3409751215
176	0.3406912137
177	0.3402140989
178	0.3397002596
179	0.3394613218
180	0.3391984082
181	0.3389910225
182	0.338633118
183	0.3383159238
184	0.3379435668
185	0.337577295
186	0.3372744924
187	0.336993536
188	0.336691342
189	0.3364203045
190	0.3361928071
191	0.3359586767
192	0.3356733693
193	0.3352591457
194	0.3348563319
195	0.3345847467
196	0.3342059697
197	0.3337838048
198	0.333557707
199	0.3331984028
200	0.332941331
201	0.3324864883
202	0.3323312229
203	0.3319997588
204	0.3315863567
205	0.3313676524
206	0.3310744037
207	0.3307364284
208	0.3304090414
209	0.3301715337
210	0.3299020176
211	0.3296153714
212	0.3293405915
213	0.3290077886
214	0.328780565
215	0.3285013733
216	0.3281934592
217	0.3280175039
218	0.3276641024
219	0.327413268
220	0.3271785595
221	0.3269213052
222	0.326468288
223	0.3262567339
224	0.3255659961
225	0.3253577889
226	0.3250957576
227	0.3248587976
228	0.3245938758
229	0.3243813786
230	0.324200981
231	0.3238435633
232	0.3235991488
233	0.3232650985
234	0.3230097914
235	0.322669808
236	0.3224500692
237	0.3221443458
238	0.3219325179
239	0.3217183776
240	0.3214949877
241	0.3212890625
242	0.3210043028
243	0.3207803348
244	0.3205255145
245	0.3203574701
246	0.3201662712
247	0.3199343011
248	0.3197045217
249	0.3194949453
250	0.3192075994
251	0.3188825856
252	0.318602329
253	0.3182275378
254	0.3179382142
255	0.3176958687
256	0.3173176698
257	0.3170187923
258	0.3167366796
259	0.3165636148
260	0.3163495962
261	0.3161999597
262	0.3159848762
263	0.3157423177
264	0.3155799934
265	0.3153922327
266	0.3151745934
267	0.3149649562
268	0.3147586659
269	0.3145108133
270	0.3142716321
271	0.314034094
272	0.3138823885
273	0.3137159262
274	0.3135227496
275	0.3131003109
276	0.3128338374
277	0.3125393412
278	0.3123832239
279	0.3120699243
280	0.311817599
281	0.3114834878
282	0.3112569031
283	0.3109501147
284	0.3106620081
285	0.3105578285
286	0.3102633019
287	0.3100676608
288	0.3098431756
289	0.3096725449
290	0.3089563706
291	0.3087691272
292	0.3086002004
293	0.3084481297
294	0.3082503588
295	0.3081366253
296	0.3078767238
297	0.3075450467
298	0.3073132896
299	0.3071338353
300	0.3069280927
301	0.3066984958
302	0.3063943241
303	0.3062832985
304	0.3060868968
305	0.3052866851
306	0.3050918959
307	0.3049196527
308	0.3045980467
309	0.3040394807
310	0.3038260402
311	0.3030284452
312	0.3028761007
313	0.3026669199
314	0.3021608393
315	0.3019297211
316	0.3016876495
317	0.301394918
318	0.3011947738
319	0.3007626595
320	0.3004821291
321	0.3003412249
322	0.3000949544
323	0.2998732684
324	0.2995508105
325	0.2994371987
326	0.299224032
327	0.299093564
328	0.2989290795
329	0.2987562885
330	0.2985624121
331	0.2982074589
332	0.298043948
333	0.2979296972
334	0.2977862068
335	0.2975506464
336	0.2973298123
337	0.2971739688
338	0.2969535911
339	0.2967444712
340	0.2964985658
341	0.2963242231
342	0.296224577
343	0.2961205191
344	0.2959490669
345	0.295777067
346	0.2956308382
347	0.2954814146
348	0.2952418988
349	0.2950828301
350	0.294887189
351	0.2947140025
352	0.2944437257
353	0.294246898
354	0.2940693301
355	0.2938860116
356	0.293738292
357	0.2935965054
358	0.2933922841
359	0.2931011044
360	0.2929813769
361	0.2928042046
362	0.2926277016
363	0.2923450413
364	0.292142463
365	0.2919251279
366	0.2917726922
367	0.2916056518
368	0.2914031343
369	0.29122082
370	0.2911580809
371	0.2908518098
372	0.2907276705
373	0.290521441
374	0.2902917833
375	0.2898147598
376	0.2896226482
377	0.2894685085
378	0.2893191763
379	0.289102541
380	0.2889944668
381	0.2888182985
382	0.2887658436
383	0.2886741691
384	0.2884803536
385	0.2882753108
386	0.2880183911
387	0.2878267663
388	0.2876552532
389	0.2873839115
390	0.2871863231
391	0.2870890198
