iter	Logloss
303	0.3637900159
304	0.363624945
305	0.3634136404
306	0.3632833697
307	0.363170654
308	0.3630146538
309	0.3628585495
310	0.362711451
311	0.362500116
312	0.3623611843
313	0.3615831947
314	0.3614920006
315	0.3608014344
316	0.360701223
317	0.3605441662
318	0.3599226392
319	0.3593699695
320	0.3592312077
321	0.3591346403
322	0.3587556619
323	0.3585909307
324	0.3584358699
325	0.3583489744
326	0.3581665389
327	0.3576980804
328	0.357605694
329	0.3574312203
330	0.3573605302
331	0.3571714177
332	0.3571001259
333	0.3569721501
334	0.3568471165
335	0.3566885751
336	0.3564652315
337	0.3563202492
338	0.3561796838
339	0.3560434443
340	0.3558590005
341	0.3557258086
342	0.3556003783
343	0.3554739243
344	0.3553058775
345	0.3550794064
346	0.3547584942
347	0.3545827372
348	0.35433777
349	0.3542618763
350	0.3541254643
351	0.3540456316
352	0.3539511669
353	0.3538695062
354	0.3537421516
355	0.3536469048
356	0.3535628182
357	0.3534873269
358	0.3533716152
359	0.3532199418
360	0.3530539392
361	0.3529155186
362	0.3527371935
363	0.3525782214
364	0.3524395942
365	0.3522805034
366	0.3521408367
367	0.3520141717
368	0.3519411474
369	0.3517998345
370	0.3516553021
371	0.3515876654
372	0.3515090947
373	0.3513494624
374	0.3512351401
375	0.3510994502
376	0.3509880509
377	0.3507103813
378	0.3504299944
379	0.3503683434
380	0.3501756517
381	0.3500256819
382	0.3498919288
383	0.3497946575
384	0.3497323568
385	0.3496399719
386	0.349594628
387	0.3495406658
388	0.3493930618
389	0.3492757687
390	0.3491208583
391	0.348996536
392	0.348803142
393	0.348700697
394	0.348606125
395	0.3484016925
396	0.3482596032
397	0.3481224066
398	0.3480018551
399	0.3478694767
400	0.347743625
401	0.3476674365
402	0.3470459997
403	0.3469403425
404	0.3467979749
405	0.3466850628
406	0.3465430724
407	0.34626129
408	0.346145074
409	0.3460150458
410	0.3459103794
411	0.3458100289
412	0.3456830598
413	0.3455577826
414	0.3454183467
415	0.3452334764
416	0.3451810266
417	0.3450960099
418	0.3449831401
419	0.3449012924
420	0.3446493715
421	0.3444771925
422	0.3444276365
423	0.3443433845
424	0.3442216956
425	0.3441254714
426	0.3439972257
427	0.34365949
428	0.3435701223
429	0.3434477791
430	0.3432997437
431	0.343192004
432	0.3430635909
433	0.3429264215
434	0.3427775985
435	0.3426725481
436	0.3425813608
437	0.3424311488
438	0.3423295037
439	0.3422330672
440	0.3421630645
441	0.3420744236
442	0.3419108822
443	0.3417375326
444	0.341606615
445	0.3414973058
446	0.3413949018
447	0.3411671186
448	0.3410083806
449	0.3409460976
450	0.3408301603
451	0.3407796462
452	0.3407075054
453	0.340640919
454	0.3405576896
455	0.3404980609
456	0.3404026581
457	0.3402728733
458	0.3401496832
459	0.340061246
460	0.3400162927
461	0.3399080984
462	0.3398129769
463	0.3397371006
464	0.339640007
465	0.3395685025
466	0.3394615382
467	0.3393802382
468	0.3392306174
469	0.3391399481
470	0.3390741397
471	0.3389741462
472	0.3389205532
473	0.3388212321
474	0.3387301392
475	0.3386725636
476	0.3385924418
477	0.3385171812
478	0.338344286
479	0.3382247696
480	0.3380970324
481	0.3380285557
482	0.3379506829
483	0.3378095331
484	0.3376958995
485	0.3376470933
486	0.3375282614
487	0.3374592013
488	0.3374056593
489	0.3373146071
490	0.3371908344
491	0.3370621903
492	0.3368739688
493	0.3367125824
494	0.3366263611
495	0.3364941965
496	0.3362752663
497	0.3362255953
498	0.3361028641
499	0.3359792658
500	0.3359140232
501	0.3357860666
502	0.3357206735
503	0.3355922691
504	0.3354154655
505	0.3352629107
506	0.3351571108
507	0.3350540666
508	0.3349235161
509	0.3348402355
510	0.3347821054
511	0.3346704444
512	0.3345273471
513	0.3344045981
514	0.3342723064
515	0.3340928987
516	0.3340130048
517	0.3339636071
518	0.3338258466
519	0.3337026803
520	0.3336293104
521	0.333558239
522	0.3334540758
523	0.3333579392
524	0.3332842805
525	0.3332065541
526	0.3331124189
527	0.3330495661
528	0.3329332585
529	0.332861497
530	0.33270311
531	0.3325979623
532	0.3325106244
533	0.332408671
534	0.3323321219
535	0.3321753598
536	0.3320890513
537	0.3320168687
538	0.3319481733
539	0.3318105318
540	0.3317634319
541	0.3316972752
542	0.3315763923
543	0.3315014041
544	0.3313908333
545	0.3313052344
546	0.3312403825
547	0.3311073145
548	0.3310646132
549	0.3309374617
550	0.3308940918
551	0.330825129
552	0.3307249421
553	0.3306355091
554	0.3305717024
555	0.3305243008
556	0.3304773541
557	0.3303981557
558	0.3302994393
559	0.330243083
560	0.3301762483
561	0.3300306728
562	0.3299547755
563	0.3298780161
564	0.3296808076
565	0.3295976378
566	0.3294872047
567	0.3292811254
568	0.3291895893
569	0.3290770085
570	0.3289539396
571	0.3288124228
572	0.328703387
573	0.3285630953
574	0.328474155
575	0.3284206011
576	0.3282771385
577	0.3282031433
578	0.3281223835
579	0.32802595
580	0.3278485732
581	0.3277752678
582	0.3275653346
583	0.3274314838
584	0.3273053159
585	0.3272278848
586	0.3271115363
587	0.3270208559
588	0.326910249
589	0.3267972885
590	0.3266742016
